-37.06538199550847,145.50628239559705
-37.06489016121249,145.50607620377
-37.06450791640586,145.50590608333846
-37.064149004685426,145.50560549330132
-37.06396417468572,145.5059173233679
-37.06396417468572,145.50622324383392
-37.06392661879059,145.5066154495587
-37.063795173010085,145.50718022580259
-37.0637826543426,145.5073057316372
-37.063934644076866,145.5073758965549
-37.06407956960418,145.5073916895492
-37.06416148391074,145.50734694273422
-37.06416148391074,145.50715742681217
-37.064268602484624,145.5071442659858
-37.06425179958112,145.5073206210796
-37.064262301396646,145.50753382649032
-37.06434631586509,145.50761015930027
-37.06444821088129,145.50767759120822
-37.064607837908866,145.5077539240345
-37.06474016005242,145.50785921065682
-37.06486458500865,145.50772868100324
-37.06500950875929,145.50796294373833
-37.06514393054105,145.50806033386448
-37.06529725509533,145.50803401220986
-37.065217442350466,145.5077813243181
-37.065143585111976,145.50764181954497
-37.065166688832115,145.50741808547014
-37.06522969894104,145.50709696126916
-37.065286407994684,145.50692060617536
-37.065378822658175,145.50652841350478
-37.06539562531508,145.50632573672203
-37.06551954477265,145.506370483537
-37.06571907567899,145.50642575899866
-37.0658324930448,145.50644155191918
-37.06574681546486,145.50675708207882
-37.06581612601126,145.50708610283903
-37.0660655933162,145.50718612509257
-37.06625298157842,145.50765779539546
-37.06631179017363,145.5082052858354
-37.06611016051563,145.50823423965602
-37.06595893792077,145.5080289307416
-37.065654391501184,145.50796575876814
-37.06548846569625,145.50803419507173
-37.06512052008978,145.50775494228856
-37.06507431261514,145.50727325598803
-37.064983997923264,145.50701003943033
-37.06497559655124,145.50674682287263
-37.06503650647786,145.50632567637945
-37.06494829208601,145.5063441015398
-37.064811769609506,145.50627829740034
-37.06464164125679,145.5061993324327
-37.06454292462976,145.50612299963097
-37.06463113949378,145.5060677241538
-37.06476766235902,145.50618617171745
-37.06496299455577,145.5062440793588
-37.06507851335945,145.50631514783026
-37.06536205876981,145.5063730554735
-37.065498580255884,145.5064204344526
-37.0656267001955,145.50648623859206
-37.06546917564834,145.50655730706347
-37.06536835976646,145.50676524814406
-37.065301149103874,145.5070100395689
-37.06524444006122,145.50730484211329
-37.0652108346828,145.5075417370145
-37.0650806136994,145.5077812640817
-37.064933589740704,145.5076443914727
-37.06469204973178,145.50766808097904
-37.064620637722356,145.50742855393275
-37.06458493171329,145.50686527050044
-37.06458493171329,145.50653888196734
-37.06455552675237,145.506201964774
-37.064505118220616,145.50606245999893
-37.06439909978824,145.50593638100037
-37.06429198139786,145.5059469096626
-37.06428988107415,145.5062022298426
-37.064315085426486,145.5064996645698
-37.06420376619574,145.50699452961072
-37.06412185193561,145.5072603783326
-37.06390131310256,145.50727880349302
-37.06377739097398,145.50724458535774
-37.063764788715126,145.50698136879998
-37.063838301862816,145.5066339229425
-37.063878208975204,145.5063180630762
-37.06390341345393,145.50598904237899
-37.06391181494472,145.50567055034406
-37.06392861792354,145.50551525257475
-37.064073543462335,145.50557579238205
-37.064247873815866,145.50577846913245
-37.06438439730722,145.5058758592586
-37.064611235795375,145.50602852486196
-37.064751959331524,145.50608116817313
-37.06494519122443,145.5061496044786
-37.065169927706016,145.50615750096813
-37.06537083398193,145.50626628458616
